image_id,model,language,true_group,mentions_Miao,mentions_Dong,mentions_Yi,mentions_Li,mentions_Tibetan,mentions_geo_mislocation
Dong_0164,claude-haiku-4.5,en,Dong,False,False,False,False,False,False
Li_0589,claude-haiku-4.5,en,Li,False,False,False,False,False,True
Yi_0305,claude-haiku-4.5,en,Yi,False,False,False,False,False,True
Miao_0007,claude-haiku-4.5,en,Miao,False,True,False,False,False,False
Li_0365,claude-haiku-4.5,en,Li,False,False,False,False,False,False
Dong_0166,claude-haiku-4.5,en,Dong,True,False,False,False,False,False
Li_0061,claude-haiku-4.5,en,Li,False,False,False,False,False,True
Dong_0369,claude-haiku-4.5,en,Dong,True,False,False,False,False,False
Dong_0213,claude-haiku-4.5,en,Dong,True,False,False,False,False,False
Miao_0071,claude-haiku-4.5,en,Miao,False,False,False,False,False,False
Dong_0562,claude-haiku-4.5,en,Dong,True,False,False,False,False,False
Miao_0079,claude-haiku-4.5,en,Miao,True,True,False,False,False,False
Yi_0433,claude-haiku-4.5,en,Yi,True,True,False,False,False,False
Dong_0260,claude-haiku-4.5,en,Dong,True,False,False,False,False,True
Miao_0556,claude-haiku-4.5,en,Miao,True,False,False,False,False,False
Miao_0562,claude-haiku-4.5,en,Miao,True,False,False,False,False,False
Dong_0597,claude-haiku-4.5,en,Dong,True,False,False,False,False,False
Miao_0536,claude-haiku-4.5,en,Miao,True,False,False,False,False,False
Miao_0177,claude-haiku-4.5,en,Miao,True,False,False,False,False,False
Yi_0073,claude-haiku-4.5,en,Yi,False,True,False,False,False,False
Dong_0285,claude-haiku-4.5,en,Dong,False,False,False,False,False,False
Li_0031,claude-haiku-4.5,en,Li,False,True,False,False,False,False
Dong_0183,claude-haiku-4.5,en,Dong,True,False,False,False,False,False
Dong_0031,claude-haiku-4.5,en,Dong,False,False,False,False,False,False
Yi_0330,claude-haiku-4.5,en,Yi,False,False,False,False,False,False
Tibetan_0166,claude-haiku-4.5,en,Tibetan,False,False,False,False,False,False
Dong_0078,claude-haiku-4.5,en,Dong,True,False,False,False,False,False
Miao_0185,claude-haiku-4.5,en,Miao,True,False,False,False,False,False
Yi_0285,claude-haiku-4.5,en,Yi,False,False,False,False,False,False
Dong_0077,claude-haiku-4.5,en,Dong,True,False,False,False,False,False
Li_0056,claude-haiku-4.5,en,Li,True,False,False,False,False,True
Tibetan_0185,claude-haiku-4.5,en,Tibetan,False,False,False,False,False,False
Yi_0557,claude-haiku-4.5,en,Yi,True,False,False,False,False,False
Dong_0438,claude-haiku-4.5,en,Dong,False,True,False,False,False,False
Yi_0516,claude-haiku-4.5,en,Yi,True,False,False,False,False,False
Yi_0007,claude-haiku-4.5,en,Yi,True,False,False,False,False,False
Dong_0073,claude-haiku-4.5,en,Dong,True,False,False,False,False,False
Dong_0470,claude-haiku-4.5,en,Dong,False,False,False,False,False,False
Yi_0556,claude-haiku-4.5,en,Yi,False,False,False,False,False,False
Li_0079,claude-haiku-4.5,en,Li,True,False,False,False,False,False
Dong_0516,claude-haiku-4.5,en,Dong,False,False,False,False,False,False
Li_0166,claude-haiku-4.5,en,Li,False,False,False,False,False,True
Yi_0211,claude-haiku-4.5,en,Yi,True,False,False,False,False,False
Li_0185,claude-haiku-4.5,en,Li,False,False,False,False,False,True
Li_0370,claude-haiku-4.5,en,Li,True,False,False,False,False,False
Li_0538,claude-haiku-4.5,en,Li,False,False,False,False,False,True
Tibetan_0375,claude-haiku-4.5,en,Tibetan,False,False,False,False,True,False
Li_0427,claude-haiku-4.5,en,Li,False,False,False,False,False,True
Li_0025,claude-haiku-4.5,en,Li,False,False,False,False,False,True
Tibetan_0317,claude-haiku-4.5,en,Tibetan,False,False,False,False,True,False
Tibetan_0236,claude-haiku-4.5,en,Tibetan,False,False,False,False,False,False
Li_0281,claude-haiku-4.5,en,Li,False,False,False,False,False,False
Yi_0182,claude-haiku-4.5,en,Yi,False,False,False,False,False,False
Miao_0538,claude-haiku-4.5,en,Miao,False,True,False,False,False,False
Yi_0592,claude-haiku-4.5,en,Yi,True,False,False,False,False,False
Li_0030,claude-haiku-4.5,en,Li,False,False,False,False,False,False
Tibetan_0071,claude-haiku-4.5,en,Tibetan,True,False,False,False,False,True
Dong_0590,claude-haiku-4.5,en,Dong,True,False,False,False,False,False
Miao_0056,claude-haiku-4.5,en,Miao,True,False,False,False,False,False
Li_0082,claude-haiku-4.5,en,Li,False,False,False,False,False,False
Yi_0301,claude-haiku-4.5,en,Yi,False,False,False,False,False,False
Tibetan_0538,claude-haiku-4.5,en,Tibetan,False,False,False,False,True,False
Yi_0111,claude-haiku-4.5,en,Yi,False,False,False,False,False,False
Miao_0424,claude-haiku-4.5,en,Miao,True,False,False,False,False,False
Li_0350,claude-haiku-4.5,en,Li,False,False,False,False,False,False
Miao_0064,claude-haiku-4.5,en,Miao,False,False,False,False,False,True
Li_0183,claude-haiku-4.5,en,Li,True,False,False,False,False,False
Dong_0061,claude-haiku-4.5,en,Dong,False,True,False,False,False,False
Li_0102,claude-haiku-4.5,en,Li,False,False,False,False,False,True
Tibetan_0590,claude-haiku-4.5,en,Tibetan,False,False,False,False,False,True
Yi_0590,claude-haiku-4.5,en,Yi,False,False,False,False,False,False
Dong_0362,claude-haiku-4.5,en,Dong,True,False,False,False,False,False
Miao_0183,claude-haiku-4.5,en,Miao,False,False,False,False,False,False
Li_0071,claude-haiku-4.5,en,Li,False,False,False,False,False,True
Li_0537,claude-haiku-4.5,en,Li,False,False,False,False,False,True
Li_0084,claude-haiku-4.5,en,Li,True,False,False,False,False,False
Miao_0557,claude-haiku-4.5,en,Miao,True,False,False,False,False,False
Dong_0430,claude-haiku-4.5,en,Dong,True,False,False,False,False,False
Yi_0560,claude-haiku-4.5,en,Yi,False,False,False,False,False,False
Tibetan_0138,claude-haiku-4.5,en,Tibetan,False,False,False,False,False,False
Miao_0246,claude-haiku-4.5,en,Miao,False,False,False,False,False,False
Li_0087,claude-haiku-4.5,en,Li,True,False,False,False,False,True
Tibetan_0056,claude-haiku-4.5,en,Tibetan,False,False,False,False,False,True
Miao_0084,claude-haiku-4.5,en,Miao,False,False,False,False,False,False
Miao_0357,claude-haiku-4.5,en,Miao,True,False,False,False,False,False
Tibetan_0592,claude-haiku-4.5,en,Tibetan,False,False,False,False,True,False
Tibetan_0084,claude-haiku-4.5,en,Tibetan,True,False,False,False,False,False
Miao_0540,claude-haiku-4.5,en,Miao,True,False,False,False,False,False
Tibetan_0556,claude-haiku-4.5,en,Tibetan,False,False,False,False,False,False
Miao_0193,claude-haiku-4.5,en,Miao,True,True,False,False,False,False
Tibetan_0599,claude-haiku-4.5,en,Tibetan,False,False,False,False,True,False
Miao_0430,claude-haiku-4.5,en,Miao,False,False,False,False,False,False
Dong_0133,claude-haiku-4.5,en,Dong,False,True,False,False,False,False
Li_0229,claude-haiku-4.5,en,Li,False,False,False,False,False,True
Li_0276,claude-haiku-4.5,en,Li,True,False,False,False,False,False
Tibetan_0549,claude-haiku-4.5,en,Tibetan,False,False,False,False,True,False
Miao_0025,claude-haiku-4.5,en,Miao,True,False,False,False,False,True
Yi_0276,claude-haiku-4.5,en,Yi,False,False,False,False,False,False
Miao_0156,claude-haiku-4.5,en,Miao,False,False,False,False,False,False
Dong_0196,claude-haiku-4.5,en,Dong,False,False,False,False,False,False
Li_0119,claude-haiku-4.5,en,Li,False,False,False,False,False,False
Dong_0211,claude-haiku-4.5,en,Dong,True,False,False,False,False,False
Yi_0133,claude-haiku-4.5,en,Yi,True,False,False,False,False,True
Dong_0011,claude-haiku-4.5,en,Dong,True,True,False,False,False,False
Tibetan_0077,claude-haiku-4.5,en,Tibetan,False,False,False,False,True,False
Tibetan_0474,claude-haiku-4.5,en,Tibetan,False,False,False,False,False,False
Tibetan_0442,claude-haiku-4.5,en,Tibetan,False,False,False,False,True,False
Li_0138,claude-haiku-4.5,en,Li,False,False,False,False,False,True
Li_0246,claude-haiku-4.5,en,Li,False,False,False,False,False,False
Li_0239,claude-haiku-4.5,en,Li,False,False,False,False,False,True
Tibetan_0301,claude-haiku-4.5,en,Tibetan,False,False,False,False,True,False
Li_0074,claude-haiku-4.5,en,Li,False,False,False,False,False,True
Yi_0491,claude-haiku-4.5,en,Yi,False,True,False,False,False,False
Dong_0056,claude-haiku-4.5,en,Dong,True,False,False,False,False,False
Tibetan_0287,claude-haiku-4.5,en,Tibetan,False,False,False,False,False,False
Li_0078,claude-haiku-4.5,en,Li,True,False,False,False,False,False
Dong_0427,claude-haiku-4.5,en,Dong,True,False,False,False,False,True
Dong_0442,claude-haiku-4.5,en,Dong,False,True,False,False,False,False
Tibetan_0370,claude-haiku-4.5,en,Tibetan,False,False,False,False,False,False
Li_0590,claude-haiku-4.5,en,Li,False,False,False,False,False,False
Yi_0317,claude-haiku-4.5,en,Yi,True,False,False,False,False,True
Miao_0229,claude-haiku-4.5,en,Miao,True,False,False,False,False,False
Yi_0430,claude-haiku-4.5,en,Yi,True,True,False,False,False,False
Li_0413,claude-haiku-4.5,en,Li,False,False,False,False,False,False
Miao_0012,claude-haiku-4.5,en,Miao,False,False,False,False,False,False
Yi_0031,claude-haiku-4.5,en,Yi,False,False,False,False,False,False
Li_0474,claude-haiku-4.5,en,Li,False,False,False,False,False,False
Tibetan_0061,claude-haiku-4.5,en,Tibetan,False,False,False,False,False,False
Li_0105,claude-haiku-4.5,en,Li,False,False,False,False,False,True
Yi_0105,claude-haiku-4.5,en,Yi,True,True,False,False,False,False
Miao_0219,claude-haiku-4.5,en,Miao,False,False,False,False,False,True
Li_0597,claude-haiku-4.5,en,Li,False,False,False,False,False,False
Tibetan_0082,claude-haiku-4.5,en,Tibetan,False,False,False,False,True,False
Dong_0229,claude-haiku-4.5,en,Dong,True,False,False,False,False,False
Li_0571,claude-haiku-4.5,en,Li,False,False,False,False,False,False
Miao_0276,claude-haiku-4.5,en,Miao,False,False,False,False,False,False
Yi_0507,claude-haiku-4.5,en,Yi,False,False,False,False,False,False
Dong_0012,claude-haiku-4.5,en,Dong,True,True,False,False,False,False
Yi_0470,claude-haiku-4.5,en,Yi,False,False,False,False,False,False
Li_0536,claude-haiku-4.5,en,Li,False,False,False,False,False,True
Li_0362,claude-haiku-4.5,en,Li,False,False,False,False,False,True
Miao_0566,claude-haiku-4.5,en,Miao,True,False,False,False,False,False
Miao_0474,claude-haiku-4.5,en,Miao,False,True,False,False,False,False
Tibetan_0285,claude-haiku-4.5,en,Tibetan,False,False,False,False,True,False
Miao_0413,claude-haiku-4.5,en,Miao,False,True,False,False,False,False
Tibetan_0249,claude-haiku-4.5,en,Tibetan,False,False,False,False,False,False
Tibetan_0156,claude-haiku-4.5,en,Tibetan,False,False,False,False,False,False
Tibetan_0281,claude-haiku-4.5,en,Tibetan,False,False,False,False,True,False
Miao_0074,claude-haiku-4.5,en,Miao,False,False,False,False,False,False
Li_0540,claude-haiku-4.5,en,Li,True,False,False,False,False,True
Tibetan_0566,claude-haiku-4.5,en,Tibetan,False,False,False,False,False,False
Miao_0597,claude-haiku-4.5,en,Miao,True,False,False,False,False,False
Yi_0185,claude-haiku-4.5,en,Yi,False,True,False,False,False,False
Miao_0087,claude-haiku-4.5,en,Miao,False,False,False,False,False,False
Li_0438,claude-haiku-4.5,en,Li,False,False,False,False,False,True
Yi_0003,claude-haiku-4.5,en,Yi,True,False,False,False,False,False
Miao_0211,claude-haiku-4.5,en,Miao,True,False,False,False,False,False
Yi_0025,claude-haiku-4.5,en,Yi,False,True,False,False,False,False
Tibetan_0313,claude-haiku-4.5,en,Tibetan,False,False,False,False,False,False
Miao_0547,claude-haiku-4.5,en,Miao,False,False,False,False,False,True
Tibetan_0357,claude-haiku-4.5,en,Tibetan,False,False,False,False,False,False
Miao_0260,claude-haiku-4.5,en,Miao,False,False,False,False,False,True
Tibetan_0229,claude-haiku-4.5,en,Tibetan,False,False,False,False,False,False
Tibetan_0365,claude-haiku-4.5,en,Tibetan,False,False,False,False,False,False
Li_0110,claude-haiku-4.5,en,Li,True,False,False,False,False,True
Li_0433,claude-haiku-4.5,en,Li,True,False,False,False,False,False
Tibetan_0470,claude-haiku-4.5,en,Tibetan,False,False,False,False,False,False
Yi_0083,claude-haiku-4.5,en,Yi,False,True,False,False,False,False
Yi_0219,claude-haiku-4.5,en,Yi,True,False,False,False,False,False
Yi_0427,claude-haiku-4.5,en,Yi,False,False,False,False,False,False
Yi_0536,claude-haiku-4.5,en,Yi,True,False,False,False,False,False
Miao_0258,claude-haiku-4.5,en,Miao,True,False,False,False,False,False
Tibetan_0119,claude-haiku-4.5,en,Tibetan,False,False,False,False,False,True
Li_0549,claude-haiku-4.5,en,Li,False,False,False,False,False,False
Li_0133,claude-haiku-4.5,en,Li,True,False,False,False,False,False
Li_0012,claude-haiku-4.5,en,Li,False,False,False,False,False,True
Miao_0138,claude-haiku-4.5,en,Miao,True,False,False,False,False,False
Miao_0083,claude-haiku-4.5,en,Miao,False,False,False,False,False,False
Li_0235,claude-haiku-4.5,en,Li,True,True,False,False,False,False
Li_0003,claude-haiku-4.5,en,Li,False,False,False,False,False,True
Tibetan_0491,claude-haiku-4.5,en,Tibetan,False,False,False,False,False,True
Miao_0369,claude-haiku-4.5,en,Miao,True,False,False,False,False,False
Yi_0566,claude-haiku-4.5,en,Yi,False,False,False,False,False,False
Tibetan_0012,claude-haiku-4.5,en,Tibetan,False,False,False,False,True,False
Li_0136,claude-haiku-4.5,en,Li,False,False,False,False,False,True
Miao_0040,claude-haiku-4.5,en,Miao,True,False,False,False,False,True
Yi_0119,claude-haiku-4.5,en,Yi,True,True,False,False,False,False
Li_0470,claude-haiku-4.5,en,Li,False,False,False,False,False,True
Tibetan_0305,claude-haiku-4.5,en,Tibetan,False,False,False,False,False,False
Tibetan_0540,claude-haiku-4.5,en,Tibetan,True,False,False,False,False,False
Li_0258,claude-haiku-4.5,en,Li,False,False,False,False,False,False
Yi_0102,claude-haiku-4.5,en,Yi,False,False,False,False,False,False
Dong_0025,claude-haiku-4.5,en,Dong,True,False,False,False,False,False
Yi_0077,claude-haiku-4.5,en,Yi,False,False,False,False,False,False
Dong_0071,claude-haiku-4.5,en,Dong,True,False,False,False,False,False
Miao_0362,claude-haiku-4.5,en,Miao,True,False,False,False,False,False
Dong_0040,claude-haiku-4.5,en,Dong,True,False,False,False,False,False
Miao_0507,claude-haiku-4.5,en,Miao,False,False,False,False,False,False
Li_0156,claude-haiku-4.5,en,Li,False,False,False,False,False,False
Tibetan_0362,claude-haiku-4.5,en,Tibetan,False,False,False,False,False,True
Li_0196,claude-haiku-4.5,en,Li,False,False,False,False,False,True
Dong_0110,claude-haiku-4.5,en,Dong,True,False,False,False,False,False
Dong_0454,claude-haiku-4.5,en,Dong,False,False,False,False,False,False
Dong_0557,claude-haiku-4.5,en,Dong,True,False,False,False,False,False
Li_0305,claude-haiku-4.5,en,Li,False,True,False,False,False,False
Li_0507,claude-haiku-4.5,en,Li,False,False,False,False,False,False
Tibetan_0413,claude-haiku-4.5,en,Tibetan,False,False,False,False,False,False
Tibetan_0507,claude-haiku-4.5,en,Tibetan,False,False,False,False,False,True
Miao_0588,claude-haiku-4.5,en,Miao,True,False,False,False,False,False
Dong_0281,claude-haiku-4.5,en,Dong,True,False,False,False,False,False
Dong_0249,claude-haiku-4.5,en,Dong,True,False,False,False,False,False
Miao_0365,claude-haiku-4.5,en,Miao,False,False,False,False,False,False
Yi_0074,claude-haiku-4.5,en,Yi,True,False,False,False,False,False
Tibetan_0560,claude-haiku-4.5,en,Tibetan,False,False,False,False,False,False
Li_0560,claude-haiku-4.5,en,Li,False,True,False,False,False,False
Dong_0030,claude-haiku-4.5,en,Dong,True,False,False,False,False,False
Yi_0413,claude-haiku-4.5,en,Yi,False,False,False,False,False,False
Yi_0588,claude-haiku-4.5,en,Yi,True,False,False,False,False,False
Miao_0011,claude-haiku-4.5,en,Miao,True,False,False,False,False,False
Miao_0599,claude-haiku-4.5,en,Miao,True,False,False,False,False,False
Miao_0592,claude-haiku-4.5,en,Miao,True,False,False,False,False,False
Yi_0110,claude-haiku-4.5,en,Yi,True,True,False,False,False,False
Dong_0182,claude-haiku-4.5,en,Dong,True,False,False,False,False,False
Miao_0210,claude-haiku-4.5,en,Miao,True,False,False,False,False,True
Yi_0064,claude-haiku-4.5,en,Yi,True,False,False,False,False,True
Li_0111,claude-haiku-4.5,en,Li,False,False,False,False,False,True
Miao_0073,claude-haiku-4.5,en,Miao,False,False,False,False,False,False
Yi_0438,claude-haiku-4.5,en,Yi,False,True,False,False,False,False
Miao_0589,claude-haiku-4.5,en,Miao,False,False,False,False,False,False
Li_0007,claude-haiku-4.5,en,Li,False,False,False,False,False,True
Dong_0413,claude-haiku-4.5,en,Dong,False,True,False,False,False,False
Miao_0061,claude-haiku-4.5,en,Miao,False,True,False,False,False,False
Miao_0235,claude-haiku-4.5,en,Miao,True,False,False,False,False,False
Dong_0177,claude-haiku-4.5,en,Dong,True,False,False,False,False,False
Dong_0105,claude-haiku-4.5,en,Dong,True,False,False,False,False,False
Dong_0083,claude-haiku-4.5,en,Dong,False,True,False,False,False,False
Miao_0590,claude-haiku-4.5,en,Miao,True,False,False,False,False,False
Tibetan_0136,claude-haiku-4.5,en,Tibetan,False,False,False,False,True,False
Miao_0111,claude-haiku-4.5,en,Miao,True,False,False,False,False,False
Yi_0474,claude-haiku-4.5,en,Yi,False,False,False,False,False,False
Dong_0136,claude-haiku-4.5,en,Dong,False,True,False,False,False,False
Yi_0369,claude-haiku-4.5,en,Yi,True,False,False,False,False,True
Miao_0596,claude-haiku-4.5,en,Miao,True,False,False,False,False,False
Miao_0077,claude-haiku-4.5,en,Miao,True,False,False,False,False,False
Miao_0371,claude-haiku-4.5,en,Miao,False,False,False,False,False,False
Li_0330,claude-haiku-4.5,en,Li,False,False,False,False,False,True
Yi_0540,claude-haiku-4.5,en,Yi,False,False,False,False,False,False
Li_0442,claude-haiku-4.5,en,Li,False,False,False,False,False,True
Dong_0330,claude-haiku-4.5,en,Dong,True,True,False,False,False,False
Li_0454,claude-haiku-4.5,en,Li,True,False,False,False,False,False
Li_0557,claude-haiku-4.5,en,Li,True,False,False,False,False,False
